dataset,hybrid-sil-cpp,romulo,resultado,,,,,,
data-lakes\clustering\Hiking-Tours\videos_utf8.csv,"2,907524494","0,2459712873",Perde,,,,,,
data-lakes\clustering\Marriage\both_sexes.csv,"0,00001265192868","0,2983334909",Ganha ou Empata,,,,,,
data-lakes\clustering\Marriage\divorce.csv,"0,000002256306867",inf,Ganha ou Empata,,,,,,
data-lakes\clustering\Marriage\men.csv,"0,000004751689795","0,3449065194",Ganha ou Empata,,,,,,
data-lakes\clustering\Marriage\women.csv,"0,1108474649","0,3413099709",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\B-9.csv,"0,3881172638","0,5154653486",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\C-6.csv,"0,0006166085652","0,1818007964",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\D-1.csv,"0,0005968156465","0,0006423715024",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\E-7.csv,"0,0005813144493","0,1380895581",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\F-4.csv,"0,0006140411399","0,0006756725543",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\G-3.csv,"0,0006524307072","0,2778764577",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\H-1.csv,"0,2559296221","1,677951251",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\H-2.csv,"0,2508702464","0,5278742094",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\H-3.csv,"0,2753626603","0,5388463168",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\H-4.csv,"0,2516245026","0,5241730466",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\J-1.csv,"0,2676723091","0,4865331732",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\J-2.csv,"0,2582251084","1,834350754",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\J-3.csv,"0,2591657527","0,5427707362",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\J-4.csv,"0,4680432408","0,5342425879",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\K-6.csv,"0,2369810759","0,5307914222",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\K-7.csv,"0,2396537392","0,4943916201",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\K-8.csv,"0,232158448","0,4897022599",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\K-9.csv,"0,2686531386","0,5164111976",Ganha ou Empata,,,,,,
data-lakes\clustering\Rockfall-Risk\Z-1.csv,"0,0006602340322","2,141842675",Ganha ou Empata,,
data-lakes\clustering\Rockfall-Risk\Z-2.csv,"0,4977153218","1,298596264",Ganha ou Empata,,
data-lakes\clustering\Second-Language\37100078.csv,"0,001198306332","0,2300685723",Ganha ou Empata,,
data-lakes\clustering\Second-Language\37100141.csv,"0,00000008506263428","0,1474373983",Ganha ou Empata,,,,,,
data-lakes\clustering\Second-Language\CS_ANG.csv,"0,02863865294","0,2127213496",Ganha ou Empata,,,
data-lakes\clustering\Teen-Pregnancy\13100166.csv,"0,000005140940555","0,3302480353",Ganha ou Empata,,
data-lakes\clustering\Teen-Pregnancy\13100169.csv,"0,00632194756",0,Perde,,
data-lakes\clustering\Teen-Pregnancy\13100170.csv,"0,2158001074","0,2186376112",Ganha ou Empata,,,,,,
data-lakes\clustering\Teen-Pregnancy\13100172.csv,"0,007728300934","0,3962839985",Ganha ou Empata,,,,,,
data-lakes\clustering\Teen-Pregnancy\13100173.csv,"0,007728300934","0,7872924958",Ganha ou Empata,,,
data-lakes\clustering\Tuition-Fees\34100282.csv,"0,001201421248","0,9504337826",Ganha ou Empata,,,
data-lakes\clustering\Tuition-Fees\37100004.csv,"0,001041865104","0,8179652891",Ganha ou Empata,,,
data-lakes\clustering\Tuition-Fees\37100005.csv,"0,01001175196","0,825938982",Ganha ou Empata,,,
data-lakes\clustering\Tuition-Fees\37100006.csv,"0,00103625057","1,169561733",Ganha ou Empata,,,
data-lakes\clustering\UBER-Trips\jan-feb-foils.csv,"0,06955289128","0,6472226234",Ganha ou Empata,,,
data-lakes\clustering\WiFi-Hotspots\DailyUsage.csv,"0,3446838377",inf,Ganha ou Empata,,,
data-lakes\clustering\WiFi-Hotspots\csv-4.csv,"0,1409647214","0,1409647214",Ganha ou Empata,,,
data-lakes\clustering\WiFi-Hotspots\eduroam.csv,"0,1169592865",inf,Ganha ou Empata,,,,
data-lakes\clustering\WiFi-Hotspots\geojson-2.csv,"0,02441959651","0,1197176279",Ganha ou Empata,,,
data-lakes\clustering\WiFi-Hotspots\json-5.csv,"0,04331257936","0,07128171654",Ganha ou Empata,,,
